Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2017042438845,16-Feb-17,1/20/2017 0:00,ABE,"Lehigh Valley International Airport, Allentown",-,Property Damage,Checked Baggage,Cosmetics & Grooming,-,In Review
2017122746302,21-Nov-17,11/9/2017 15:45,ABE,"Lehigh Valley International Airport, Allentown",American Airlines,Property Damage,Checked Baggage,Personal Electronics,-,In Review
2017071341549,22-Jun-17,6/15/2017 0:00,ABE,"Lehigh Valley International Airport, Allentown",American Airlines,Property Damage,Checked Baggage,Personal Electronics,-,In Review
2017091343010,1-Aug-17,7/24/2017 12:00,ABQ,Albuquerque International Sunport Airport,American Eagle,Passenger Property Loss,Checkpoint,Medical/Science,$0.00,Deny
2017082442462,1-Jul-17,3/19/2017 11:25,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,-,In Review
2017062140920,2-May-17,4/4/2017 0:00,ABQ,Albuquerque International Sunport Airport,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017102344611,3-Oct-17,10/2/2017 0:00,ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Home Decor,-,In Review
2017102644741,3-Oct-17,10/1/2017 0:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
2017102544669,4-Oct-17,9/29/2017 0:00,ABQ,Albuquerque International Sunport Airport,UAL,Property Damage,Checked Baggage,Other; Other,-,*Insufficient
2017072541835,5-Jun-17,6/5/2017 7:24,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,-,In Review
2017033138320,6-Feb-17,1/25/2017 0:00,ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
2017051239477,7-Apr-17,4/2/2017 0:00,ABQ,Albuquerque International Sunport Airport,Not Provided,Passenger Property Loss,Checkpoint,Currency,$0.00,Deny
2017120745786,7-Dec-17,10/15/2017 8:11,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing; Food & Drink,-,In Review
2018010246400,7-Dec-17,11/26/2017 17:22,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checkpoint,Personal Electronics,-,In Review
2017040738423,7-Feb-17,1/28/2017 0:00,ABQ,Albuquerque International Sunport Airport,Alaska Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming,$35.99,Approve in Full
2017112245344,8-Nov-17,10/26/2017 4:06,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
2017092543520,9-Aug-17,7/7/2017 8:46,ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
2017121946077,11-Dec-17,12/7/2017 0:00,ABQ,Albuquerque International Sunport Airport,Not Provided,Property Damage,Checkpoint,Personal Accessories,-,In Review
2017101144217,11-Oct-17,7/29/2017 11:30,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories; Household Items,-,In Review
2017091142843,13-Jul-17,6/15/2017 0:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017092043332,13-Sep-17,8/20/2017 0:00,ABQ,Albuquerque International Sunport Airport,UAL,Passenger Property Loss,Checked Baggage,Personal Electronics,-,In Review
2018010446461,14-Dec-17,9/22/2017 11:45,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
2017072741927,14-Jun-17,6/1/2017 6:48,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Home Decor,-,In Review
2017072741887,15-Jun-17,6/10/2017 17:30,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Food & Drink; Food & Drink,-,In Review
2017070341165,15-May-17,4/16/2017 0:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Personal Electronics,-,In Review
2017062640995,16-Jun-17,6/11/2017 0:00,ABQ,Albuquerque International Sunport Airport,American Eagle,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,*Insufficient
2017091142867,17-Jul-17,7/14/2017 16:15,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2017122146222,17-Nov-17,11/10/2017 16:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing,-,In Review
2017112445376,18-Oct-17,7/11/2017 0:00,ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,In Review
2017042038729,20-Apr-17,1/17/2017 0:00,ABQ,Albuquerque International Sunport Airport,UAL,Passenger Property Loss,Checked Baggage,Travel Accessories,$12.50,Approve in Full
2017060840391,20-Apr-17,4/13/2017 6:00,ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$50.00,Settle
2017111945239,20-Oct-17,7/23/2017 10:46,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,In Review
2017051039393,21-Mar-17,2/22/2017 0:00,ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,-,In Review
2017092743612,22-Aug-17,7/13/2017 11:40,ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,-,In Review
2017042138770,22-Feb-17,2/18/2017 12:00,ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Home Decor,$200.00,Approve in Full
2017080242031,22-Jun-17,5/15/2017 0:00,ABQ,Albuquerque International Sunport Airport,-,Property Damage,Checked Baggage,-,-,In Review
2017051039398,23-Mar-17,3/14/2017 0:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Other,-,In Review
2017112545419,23-Oct-17,10/22/2017 0:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,-,In Review
2017042138771,24-Feb-17,2/18/2017 0:00,ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Other,-,Closed: Canceled
2017060140092,25-Apr-17,4/15/2017 0:00,ABQ,Albuquerque International Sunport Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,$10.27,Approve in Full
2017071141342,25-May-17,2/17/2017 0:00,ABQ,Albuquerque International Sunport Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
2017102644714,26-Oct-17,9/15/2017 0:00,ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,*Insufficient
2017101144191,26-Sep-17,9/15/2017 0:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checkpoint,Travel Accessories,-,In Review
2017042739034,27-Apr-17,2/7/2017 0:00,ABQ,Albuquerque International Sunport Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,-,In Review
2017091342997,27-Jul-17,6/25/2017 0:00,ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
2017101744451,29-Sep-17,9/17/2017 0:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
2017112845510,31-Oct-17,10/17/2017 0:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Audio/Video,-,In Review
2017051539494,3-Apr-17,3/21/2017 7:00,ABY,Southwest Georgia Regional Airport,UAL,Property Damage,Checkpoint,Clothing,-,In Review
2017091443121,3-Aug-17,6/12/2017 8:54,ACT,Waco Regional Airport,American Airlines,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories; Cosmetics & Grooming,-,In Review
2017101744472,18-Sep-17,8/24/2017 0:00,ACT,Waco Regional Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2017070541183,22-May-17,5/7/2017 5:00,ACT,Waco Regional Airport,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,$4.99,Approve in Full
2017032438214,23-Mar-17,2/27/2017 0:00,ACT,Waco Regional Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
2017091343009,27-Jul-17,6/12/2017 8:54,ACT,Waco Regional Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming; Other,-,In Review
2017080342058,30-Jun-17,6/10/2017 0:00,ACT,Waco Regional Airport,American Airlines,Passenger Property Loss,Other,Jewelry & Watches,-,*Insufficient
2017070341178,6-Jun-17,5/26/2017 0:00,ACY,Atlantic City International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,-,In Review
2017101044156,8-Sep-17,8/23/2017 0:00,ACY,Atlantic City International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Currency,-,In Review
2017122946383,9-Dec-17,12/7/2017 10:30,ACY,Atlantic City International,Spirit Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,-,*Insufficient
2017051839725,9-Mar-17,3/6/2017 0:00,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checked Baggage,Audio/Video,-,Closed: Canceled
2017050839261,9-Mar-17,3/6/2017 13:29,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checked Baggage,Audio/Video,$140.00,Approve in Full
2017072741879,11-Jul-17,6/21/2017 10:00,ACY,Atlantic City International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
2017111445118,19-Oct-17,7/24/2017 0:00,ACY,Atlantic City International,Spirit Airlines,Complaint,Other,-,-,Closed: Canceled
2017092943861,23-Aug-17,8/10/2017 18:00,ADK,Adak Mitchell Field Airport,-,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2017112945610,16-Nov-17,10/29/2017 0:00,AEX,Alexandria International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,-,-,*Insufficient
2017122846358,4-Dec-17,11/28/2017 0:00,AGS,Bush Field,American Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
2017100444025,12-Sep-17,8/29/2017 0:00,AGS,Bush Field,American Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
2018010946622,14-Dec-17,10/30/2017 8:30,AGS,Bush Field,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,-,In Review
2017042138785,17-Feb-17,2/13/2017 0:00,AGS,Bush Field,American Airlines,Passenger Property Loss,Checked Baggage,Household Items,$0.00,Deny
2017101144250,30-Aug-17,8/13/2017 8:00,AGS,Bush Field,Not Provided,Passenger Theft,Checkpoint,Currency,-,In Review
2017042138758,21-Apr-17,2/21/2017 0:00,AIA,Alliance Municipal Airport,-,-,-,-,-,Closed: Canceled
2017090742764,7-Sep-17,7/4/2017 17:20,AKN,King Salmon,Alaska Airlines,Passenger Property Loss,Checked Baggage,Home Decor,-,In Review
2017052239821,6-Apr-17,3/10/2017 11:30,ALB,Albany International,Jet Blue,Property Damage,Checkpoint,Personal Accessories,-,In Review
2017062140915,9-May-17,4/14/2017 0:00,ALB,Albany International,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017041438576,10-Feb-17,1/9/2017 0:00,ALB,Albany International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017092543508,11-Aug-17,5/3/2017 0:00,ALB,Albany International,American Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00,Deny
2017101144243,11-Sep-17,9/2/2017 0:00,ALB,Albany International,American Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
2017060640219,12-Apr-17,3/15/2017 0:00,ALB,Albany International,Jet Blue,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,In Review
2018010446489,14-Dec-17,11/27/2017 9:00,ALB,Albany International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,In Review
2017103144892,19-Oct-17,10/7/2017 15:30,ALB,Albany International,American Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,-,In Review
2017120445715,22-Nov-17,7/26/2017 0:00,ALB,Albany International,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,-,In Review
2017121846058,22-Nov-17,11/9/2017 0:00,ALB,Albany International,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017112645459,23-Oct-17,10/20/2017 0:00,ALB,Albany International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
2018010946666,26-Dec-17,10/7/2017 0:00,ALB,Albany International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2017042038748,27-Feb-17,2/25/2017 16:30,ALB,Albany International,Southwest Airlines,Property Damage,Checked Baggage,Audio/Video,-,In Review
2017062741036,27-Jun-17,6/14/2017 0:00,ALB,Albany International,Southwest Airlines,Passenger Property Loss,Checkpoint,Medical/Science,$10.00,Approve in Full
2017122046170,27-Nov-17,10/26/2017 6:00,ALB,Albany International,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017101844501,29-Sep-17,9/25/2017 0:00,ALB,Albany International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,-,In Review
2017071341504,31-May-17,5/20/2017 5:30,ALB,Albany International,Southwest Airlines,Property Damage,Checkpoint,Personal Electronics,-,In Review
2017061340591,28-Apr-17,4/23/2017 0:00,ALW,Walla Walla Regional Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,$0.00,Deny
2017041038466,8-Feb-17,1/8/2017 0:00,AMA,Rick Husband Amarillo International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$38.88,Approve in Full
2017071141373,18-May-17,5/18/2017 7:45,AMA,Rick Husband Amarillo International Airport,UAL,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,*Insufficient
2017122146226,21-Nov-17,11/13/2017 14:00,AMA,Rick Husband Amarillo International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
2017082342402,23-Aug-17,8/11/2017 7:58,AMA,Rick Husband Amarillo International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2017082442454,1-Jul-17,6/11/2017 22:30,ANC,Ted Stevens Anchorage International Airport,Jet Blue,Property Damage,Checkpoint,Household Items,-,In Review
2017041038450,2-Feb-17,1/4/2017 16:30,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Food & Drink; Home Decor,$300.00,Approve in Full
2017102644782,2-Oct-17,9/20/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Property Damage,Checkpoint,Home Decor,-,In Review
2017112845516,3-Nov-17,10/2/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Incidentals,-,In Review
2017100443967,6-Sep-17,8/4/2017 20:50,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,-,In Review
2018010246397,7-Dec-17,6/28/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2017070741275,7-Jul-17,5/7/2017 6:30,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Toys & Games,-,In Review
2018010946707,11-Dec-17,12/10/2017 0:00,ANC,Ted Stevens Anchorage International Airport,-,Passenger Property Loss,Checked Baggage,Cameras,-,*Insufficient
2017110144966,12-Oct-17,9/27/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
2017092043334,13-Sep-17,8/4/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
2017072541827,14-Jun-17,6/13/2017 0:19,ANC,Ted Stevens Anchorage International Airport,-,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,In Review
2017102344632,14-Sep-17,8/13/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Property Damage,Checkpoint,Jewelry & Watches,-,In Review
2017081542204,15-Aug-17,4/30/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,-,In Review
2017092143448,15-Aug-17,7/31/2017 0:00,ANC,Ted Stevens Anchorage International Airport,American Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies; Travel Accessories,-,In Review
2017091342980,16-Aug-17,7/7/2017 20:25,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Audio/Video; Baggage/Cases/Purses,-,In Review
2017110645009,17-Oct-17,10/4/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Personal Electronics,-,In Review
2017091843183,18-Sep-17,6/18/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
2017101744429,18-Sep-17,8/4/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Sun Country Airlines Inc,Property Damage,Checkpoint,Travel Accessories,-,In Review
2017032038065,19-Jan-17,1/9/2017 19:15,ANC,Ted Stevens Anchorage International Airport,-,Property Damage,Checkpoint,Personal Electronics,$169.99,Settle
2017070741293,20-Jun-17,6/19/2017 7:00,ANC,Ted Stevens Anchorage International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Toys & Games,-,In Review
2017121245974,20-Nov-17,9/16/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Air Canada,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017102644807,20-Sep-17,7/28/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017121245893,21-Nov-17,11/3/2017 21:50,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checkpoint,Hunting & Fishing Items,-,In Review
2017092843716,23-Aug-17,7/24/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,In Review
2017090842831,25-Jul-17,5/31/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Food & Drink,-,In Review
2017070741255,25-May-17,3/4/2017 23:30,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Household Items,-,In Review
2017071241402,26-May-17,5/25/2017 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Medical/Science,-,*Insufficient
2017112945600,27-Oct-17,10/21/2017 12:50,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,-,In Review
2018010946568,29-Dec-17,10/4/2017 15:30,ANC,Ted Stevens Anchorage International Airport,-,Passenger Property Loss,Checked Baggage,-,-,In Review
2017021537531,4-Jan-17,1/1/2017 0:00,ART,Watertown International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing,$0.00,Deny
2017090142706,21-Jul-17,6/21/2017 0:00,ART,Watertown International,American Airlines,Property Damage,Checked Baggage,Other,-,In Review
2017051839716,7-Mar-17,3/1/2017 0:00,ASE,Aspen Pitkin County Sardy Field,Delta Air Lines,Property Damage,Checked Baggage,Clothing,-,In Review
2017110745018,7-Nov-17,11/5/2017 0:00,ASE,Aspen Pitkin County Sardy Field,Air Aruba,Passenger Property Loss,-,-,-,Closed: Canceled
2017121245859,9-Nov-17,10/12/2017 0:00,ASE,Aspen Pitkin County Sardy Field,UAL,Property Damage,Checked Baggage,Cosmetics & Grooming,-,In Review
2017041438574,13-Feb-17,1/29/2017 0:00,ASE,Aspen Pitkin County Sardy Field,UAL,Passenger Property Loss,Checkpoint,Clothing,-,In Review
2017083042524,23-Aug-17,8/17/2017 0:00,ASE,Aspen Pitkin County Sardy Field,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
2017121846042,1-Dec-17,11/17/2017 20:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Clothing,-,In Review
2017120845811,1-Dec-17,11/21/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Audio/Video,-,*Insufficient
2017082442439,1-Jul-17,4/13/2017 19:00,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Incidentals,-,In Review
2017082442461,1-Jul-17,6/11/2017 18:37,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Property Damage,Checkpoint,Audio/Video,-,In Review
2017071241400,1-Jun-17,5/30/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Audio/Video,-,In Review
2017042739012,1-Mar-17,1/8/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Food & Drink,$0.00,Deny
2017052539970,1-May-17,3/26/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Travel Accessories,-,In Review
2017051839653,1-May-17,4/24/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017061340492,1-May-17,4/23/2017 12:00,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines,Property Damage,Checkpoint,Home Decor,-,*Insufficient
2017092943851,1-Sep-17,8/28/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2017100443965,1-Sep-17,7/23/2017 6:30,ATL,Hartsfield-Jackson Atlanta International Airport,Spirit Airlines,Passenger Property Loss,Checkpoint,Other,-,In Review
2017091343025,2-Aug-17,8/1/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
2017091343038,2-Aug-17,8/1/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checkpoint,Personal Electronics,-,In Review
2017091242955,2-Aug-17,7/24/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses,-,*Insufficient
2018011046737,2-Jan-17,12/6/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medical/Science,-,In Review
2018011146748,2-Jan-17,12/8/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checkpoint,Clothing,-,In Review
2017060540171,2-Mar-17,2/24/2017 8:45,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
2017062741018,2-May-17,3/27/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,-,In Review
2017103044829,2-Oct-17,9/30/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,*Insufficient
2017060540164,3-Apr-17,3/22/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2017080342075,3-Aug-17,7/7/2017 5:26,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines,Property Damage,Checked Baggage,Food & Drink,-,In Review
2017091342986,3-Aug-17,7/27/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Home Decor,-,In Review
2017041938694,3-Feb-17,1/27/2017 9:30,ATL,Hartsfield-Jackson Atlanta International Airport,Korean Airlines,Passenger Property Loss,Checked Baggage,Medical/Science,-,In Review
2017040438334,3-Feb-17,1/29/2017 11:30,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00,Deny
2017040438340,3-Feb-17,2/1/2017 11:00,ATL,Hartsfield-Jackson Atlanta International Airport,UAL,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2017041038453,3-Feb-17,1/8/2017 13:05,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00,Deny
2017081642231,3-Jul-17,7/1/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
2017081642229,3-Jul-17,6/17/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Spirit Airlines,Passenger Property Loss,Checkpoint,Travel Accessories,-,In Review
2017042438856,3-Mar-17,2/19/2017 4:00,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,-,In Review
2017061940781,3-May-17,4/20/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Personal Electronics,-,In Review
2017061440615,3-May-17,4/26/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00,Deny
2017112945613,3-Nov-17,4/10/2017 16:44,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
2017100343902,3-Oct-17,10/3/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,*Insufficient
2017061240459,4-Apr-17,3/24/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2017081042144,4-Aug-17,7/24/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,-,In Review
2017092043282,4-Aug-17,7/22/2017 22:00,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Currency,-,In Review
2017122246262,4-Dec-17,12/3/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
2018010446451,4-Dec-17,11/18/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Home Decor,-,In Review
2018010446469,4-Dec-17,10/26/2017 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses; Computer & Accessories; Currency,-,*Insufficient
