Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2017060240152,2-Mar-17,1/29/2017 0:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,-,*Insufficient
2017062340983,2-May-17,4/28/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses,$0.00,Deny
2017112845518,2-Nov-17,9/30/2017 0:00,MCO,Orlando International Airport,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Clothing,-,*Insufficient
2017051539496,3-Apr-17,3/31/2017 0:00,MCO,Orlando International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,$12.98,Approve in Full
2017092043261,3-Aug-17,7/3/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,-,In Review
2017100443927,3-Aug-17,7/8/2017 0:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
2017092043247,3-Aug-17,7/24/2017 0:00,MCO,Orlando International Airport,-,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,-,*Insufficient
2017040438351,3-Feb-17,2/1/2017 0:00,MCO,Orlando International Airport,UAL,Property Damage,Checkpoint,Baggage/Cases/Purses,-,*Insufficient
2017081842360,3-Jul-17,6/23/2017 0:00,MCO,Orlando International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,-,-,*Insufficient
2017042438855,3-Mar-17,2/14/2017 16:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,In Review
2017051139435,3-Mar-17,2/26/2017 0:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,-,In Review
2017061440687,3-May-17,4/29/2017 18:54,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checkpoint,Jewelry & Watches; Personal Electronics,$0.00,Deny
2017112945614,3-Nov-17,10/24/2017 20:45,MCO,Orlando International Airport,UAL,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
2017102344622,3-Oct-17,7/27/2017 0:00,MCO,Orlando International Airport,Thomas Cook Airline,Property Damage,Checked Baggage,Clothing,-,In Review
2017040438339,4-Apr-17,2/24/2017 0:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
2017091443135,4-Aug-17,8/1/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,-,In Review
2018010446437,4-Jan-17,12/7/2017 12:30,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,-,In Review
2017061240456,4-May-17,4/26/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checkpoint,Jewelry & Watches,-,In Review
2017051739628,4-May-17,3/30/2017 17:00,MCO,Orlando International Airport,Southwest Airlines,Personal Injury,Checkpoint,-,-,In Review
2017061440650,4-May-17,4/24/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00,Deny
2017122246279,5-Dec-17,12/3/2017 0:00,MCO,Orlando International Airport,-,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2018010446431,5-Dec-17,12/3/2017 11:30,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checkpoint,Sporting Equipment & Supplies,-,In Review
2017082442479,5-Jul-17,6/3/2017 16:55,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing,-,In Review
2017070741250,5-Jun-17,5/25/2017 17:00,MCO,Orlando International Airport,Virgin Atlantic,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017070741252,5-Jun-17,5/24/2017 18:00,MCO,Orlando International Airport,Virgin America,Property Damage,Checked Baggage,Personal Electronics,-,In Review
2017071341519,5-Jun-17,5/24/2017 18:35,MCO,Orlando International Airport,Air Canada,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017072141771,5-Jun-17,5/27/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Hunting & Fishing Items,-,*Insufficient
2017062140888,5-May-17,4/24/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
2017100443924,5-Sep-17,8/27/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,-,In Review
2017100544091,5-Sep-17,9/2/2017 0:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras,-,In Review
2017051839646,6-Apr-17,4/3/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Other,-,In Review
2017122746309,6-Dec-17,12/3/2017 0:00,MCO,Orlando International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Medical/Science,-,In Review
2017122946370,6-Dec-17,11/16/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Medical/Science,-,In Review
2018010446470,6-Dec-17,11/26/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Home Decor,-,In Review
2018010946697,6-Dec-17,10/12/2017 0:00,MCO,Orlando International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,-,-,In Review
2017032838258,6-Feb-17,1/26/2017 0:00,MCO,Orlando International Airport,British Airways,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2017040438345,6-Feb-17,1/5/2017 0:00,MCO,Orlando International Airport,Frontier Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,$0.00,Deny
2017071241478,6-Jul-17,4/17/2017 15:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checkpoint,Personal Electronics,-,In Review
2017072441783,6-Jun-17,6/2/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing,-,In Review
2017072441781,6-Jun-17,6/4/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checkpoint,Personal Accessories,$110.00,Settle
2017060640269,6-Jun-17,3/7/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,-,-,*Insufficient
2017050139157,6-Mar-17,2/19/2017 13:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checkpoint,Outdoor Items,$20.05,Approve in Full
2017051639584,6-Mar-17,2/11/2017 0:00,MCO,Orlando International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$11.00,Approve in Full
2017050939305,6-Mar-17,2/28/2017 0:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00,Deny
2017100644132,6-Oct-17,9/14/2017 14:45,MCO,Orlando International Airport,Not Provided,Passenger Property Loss,Checkpoint,Medical/Science,-,In Review
2017100443943,6-Sep-17,8/19/2017 10:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checkpoint,Currency,-,In Review
2017100443974,6-Sep-17,4/19/2017 0:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checked Baggage,Audio/Video; Baggage/Cases/Purses; Jewelry & Watches,-,In Review
2017100443937,6-Sep-17,8/18/2017 0:00,MCO,Orlando International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,*Insufficient
2017060540163,7-Apr-17,1/26/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checkpoint,Other,-,In Review
2017060540174,7-Apr-17,3/2/2017 0:00,MCO,Orlando International Airport,American Airlines,-,Checked Baggage,-,-,*Insufficient
2017081442163,7-Aug-17,7/21/2017 0:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017091443153,7-Aug-17,7/15/2017 0:00,MCO,Orlando International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
2017092043213,7-Aug-17,7/14/2017 0:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,*Insufficient
2017040738424,7-Feb-17,2/6/2017 0:00,MCO,Orlando International Airport,Spirit Airlines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
2017070741272,7-Jul-17,4/5/2017 16:30,MCO,Orlando International Airport,Not Provided,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017082442441,7-Jul-17,6/22/2017 0:00,MCO,Orlando International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
2017072041731,7-Jun-17,5/16/2017 11:05,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Medical/Science,-,In Review
2017062140886,7-Jun-17,5/24/2017 8:30,MCO,Orlando International Airport,Frontier Airlines,Personal Injury,Checked Baggage,Food & Drink; Personal Electronics,-,In Review
2017071941700,7-Jun-17,5/29/2017 0:00,MCO,Orlando International Airport,-,Property Damage,Checkpoint,Personal Accessories,-,In Review
2017062140916,7-Jun-17,5/29/2017 4:00,MCO,Orlando International Airport,Copa Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2017042538909,7-Mar-17,2/24/2017 6:15,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,-,In Review
2017042638943,7-Mar-17,2/21/2017 0:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,$102.84,Approve in Full
2017051639592,7-Mar-17,2/27/2017 0:00,MCO,Orlando International Airport,-,Property Damage,Checkpoint,Home Decor,$45.00,Approve in Full
2017100443952,7-Sep-17,8/20/2017 0:00,MCO,Orlando International Airport,Not Provided,Passenger Property Loss,Checked Baggage,Currency,-,In Review
2017100844135,7-Sep-17,6/9/2017 0:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
2017100443941,7-Sep-17,8/31/2017 0:00,MCO,Orlando International Airport,Spirit Airlines,Passenger Property Loss,Checkpoint,-,-,*Insufficient
2017041338523,8-Feb-17,1/28/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Food & Drink,-,In Review
2017040738428,8-Feb-17,1/26/2017 6:30,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2017060840351,8-Jun-17,3/19/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checkpoint,Computer & Accessories,"$1,152.25",Approve in Full
2017060940413,9-Jun-17,4/7/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,-,-,In Review
2017050339209,9-Mar-17,3/5/2017 14:30,MCO,Orlando International Airport,UAL,Property Damage,Checked Baggage,Household Items,$15.98,Approve in Full
2017050939331,9-May-17,3/26/2017 15:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2017112545407,9-Nov-17,6/8/2017 21:00,MCO,Orlando International Airport,Azul Brazilian Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
2017113045629,9-Nov-17,11/6/2017 0:00,MCO,Orlando International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Clothing,-,In Review
2017113045657,9-Nov-17,9/19/2017 0:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,*Insufficient
2017102444648,9-Oct-17,9/29/2017 0:00,MCO,Orlando International Airport,Jet Blue,Property Damage,Checked Baggage,Food & Drink,-,In Review
2017102644790,9-Oct-17,10/9/2017 0:00,MCO,Orlando International Airport,Frontier Airlines,Property Damage,Checked Baggage,Household Items,-,In Review
2017101144240,9-Sep-17,9/1/2017 0:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017051239480,10-Apr-17,4/5/2017 9:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing; Other,-,In Review
2017052539949,10-Apr-17,3/13/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,$78.96,Approve in Full
2017091943201,10-Aug-17,8/6/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checkpoint,Jewelry & Watches,-,In Review
2017092743640,10-Aug-17,8/5/2017 13:30,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Electronics,-,In Review
2017042738993,10-Feb-17,1/6/2017 17:20,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
2017082142371,10-Jul-17,2/21/2017 0:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Medical/Science,-,In Review
2017060840382,10-May-17,3/30/2017 6:25,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
2017061340487,10-May-17,5/3/2017 0:00,MCO,Orlando International Airport,American Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
2017051039380,11-Apr-17,4/8/2017 0:00,MCO,Orlando International Airport,Not Provided,Property Damage,Checkpoint,Personal Electronics,-,In Review
2018011146762,11-Jan-17,10/29/2017 8:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Personal Accessories,-,In Review
2017072641863,11-Jul-17,7/10/2017 7:45,MCO,Orlando International Airport,-,Passenger Property Loss,Checkpoint,Clothing,$0.00,Deny
2017061440661,11-May-17,3/28/2017 10:20,MCO,Orlando International Airport,Silver Airways,Passenger Property Loss,Checked Baggage,Personal Electronics,-,In Review
2017062941105,11-May-17,4/20/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
2017062941109,11-May-17,4/17/2017 0:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,$50.00,Approve in Full
2017062941100,11-May-17,5/1/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,$0.00,Deny
2017062941075,11-May-17,4/29/2017 0:00,MCO,Orlando International Airport,Allegiant Air,Property Damage,Checkpoint,Home Decor,$100.00,Approve in Full
2017110845065,11-Oct-17,9/22/2017 0:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Other,-,Closed: Canceled
2017101244352,11-Sep-17,8/19/2017 16:00,MCO,Orlando International Airport,-,Passenger Property Loss,Checkpoint,-,-,In Review
2017060540192,12-Apr-17,3/19/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017121245848,12-Dec-17,11/19/2017 0:00,MCO,Orlando International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2017121245967,12-Dec-17,11/11/2017 0:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,In Review
2017121946079,12-Dec-17,12/6/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Currency,-,In Review
2018010946701,12-Dec-17,11/26/2017 21:41,MCO,Orlando International Airport,Jet Blue,Property Damage,Checked Baggage,Household Items; Jewelry & Watches,-,*Insufficient
2017021737636,12-Jan-17,1/11/2017 12:47,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Audio/Video,$43.49,Approve in Full
2017021637578,12-Jan-17,1/8/2017 5:30,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2017071241446,12-Jul-17,5/20/2017 15:30,MCO,Orlando International Airport,Air Berlin,Property Damage,Checkpoint,Personal Accessories,-,Closed: Canceled
2017071241442,12-Jul-17,5/18/2017 0:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$89.50,Settle
2017051539511,12-Mar-17,2/17/2017 21:30,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checked Baggage,Audio/Video,-,*Insufficient
2017062140856,12-May-17,2/19/2017 13:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checkpoint,-,-,Closed: Canceled
2017121245961,12-Nov-17,10/29/2017 0:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checked Baggage,Cameras,-,In Review
2017110745026,12-Oct-17,9/25/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017110745021,12-Oct-17,10/11/2017 9:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,*Insufficient
2017110745029,12-Oct-17,9/2/2017 0:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Medical/Science,-,*Insufficient
2017100544045,12-Sep-17,8/27/2017 0:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
2017060640239,13-Apr-17,3/25/2017 18:00,MCO,Orlando International Airport,-,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Personal Accessories; Personal Electronics; Personal Navigation,-,In Review
2017060940422,13-Apr-17,3/18/2017 0:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,-,In Review
2018010946617,13-Dec-17,12/1/2017 9:30,MCO,Orlando International Airport,-,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
2018010446504,13-Dec-17,11/27/2017 20:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Food & Drink,-,*Insufficient
2017081842343,13-Jul-17,6/24/2017 0:00,MCO,Orlando International Airport,Virgin Atlantic,Property Damage,Checked Baggage,Other,-,In Review
2017091342993,13-Jul-17,3/18/2017 0:00,MCO,Orlando International Airport,SunWing Airlines,Property Damage,Checked Baggage,Home Decor,-,In Review
2017081842359,13-Jul-17,6/22/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,Closed: Canceled
2017062941080,13-Jun-17,6/7/2017 0:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
2017062941088,13-Jun-17,4/29/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00,Deny
2017051239482,13-Mar-17,2/25/2017 0:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checked Baggage,-,$0.00,Deny
2017110344982,13-Oct-17,10/12/2017 7:50,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,-,In Review
2017110745036,13-Oct-17,10/6/2017 17:41,MCO,Orlando International Airport,UAL,Property Damage,Checked Baggage,Other,-,In Review
2017092043329,13-Sep-17,9/8/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,-,In Review
2017100444003,13-Sep-17,8/21/2017 18:30,MCO,Orlando International Airport,Air Canada,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017081442173,14-Aug-17,8/14/2017 0:00,MCO,Orlando International Airport,Spirit Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,Closed: Canceled
2018010446486,14-Dec-17,12/12/2017 10:45,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Personal Electronics,-,In Review
2017071441578,14-Jul-17,6/4/2017 0:00,MCO,Orlando International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017082342392,14-Jul-17,6/26/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017071841637,14-Jun-17,5/17/2017 6:40,MCO,Orlando International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Medical/Science,-,In Review
2017071841617,14-Jun-17,5/24/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing,$0.00,Deny
2017072541795,14-Jun-17,5/22/2017 9:00,MCO,Orlando International Airport,-,Passenger Property Loss,Checked Baggage,Clothing,$0.00,Deny
2017072741921,14-Jun-17,5/13/2017 17:30,MCO,Orlando International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2017050839269,14-Mar-17,3/10/2017 17:40,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Incidentals,$190.55,Approve in Full
2017120145704,14-Nov-17,10/30/2017 10:15,MCO,Orlando International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Medical/Science,-,In Review
2017121245946,14-Nov-17,11/8/2017 16:30,MCO,Orlando International Airport,-,Property Damage,Checkpoint,Home Decor,-,In Review
2017092743563,15-Aug-17,8/8/2017 9:00,MCO,Orlando International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017042438823,15-Mar-17,1/29/2017 0:00,MCO,Orlando International Airport,Jet Blue,Property Damage,Checked Baggage,Travel Accessories,-,In Review
2017042638962,15-Mar-17,2/23/2017 0:00,MCO,Orlando International Airport,-,Passenger Property Loss,Checked Baggage,Travel Accessories,$9.29,Approve in Full
2017042739046,15-Mar-17,1/9/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checkpoint,Home Decor,$34.99,Approve in Full
2017061440693,15-May-17,3/17/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Household Items,$0.00,Deny
2017112845484,15-Nov-17,11/7/2017 18:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017113045643,15-Nov-17,10/27/2017 6:30,MCO,Orlando International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Other; Personal Electronics,-,In Review
2017113045654,15-Nov-17,11/1/2017 6:45,MCO,Orlando International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Other,-,In Review
2017112945570,15-Nov-17,10/24/2017 0:00,MCO,Orlando International Airport,Spirit Airlines,Property Damage,Checked Baggage,Medical/Science,-,*Insufficient
2017101044142,15-Sep-17,7/15/2017 0:00,MCO,Orlando International Airport,Virgin Atlantic,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2018010946572,16-Dec-17,12/13/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
2018010946590,16-Dec-17,12/7/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,*Insufficient
2017041838649,16-Feb-17,2/11/2017 0:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Medical/Science,-,Closed: Canceled
2017021737621,16-Feb-17,2/11/2017 0:00,MCO,Orlando International Airport,-,Passenger Property Loss,Checked Baggage,Other,$0.00,Deny
2017041938676,16-Feb-17,1/7/2017 17:15,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Toys & Games,$0.00,Deny
2017041838642,16-Feb-17,2/11/2017 23:30,MCO,Orlando International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,*Insufficient
2017062640989,16-Jun-17,6/4/2017 0:00,MCO,Orlando International Airport,Spirit Airlines,Missed Flight,Checkpoint,Incidentals,-,In Review
2017050139129,16-Mar-17,2/21/2017 19:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,In Review
2017051839675,16-Mar-17,3/10/2017 8:30,MCO,Orlando International Airport,All Nippon Airways,Passenger Property Loss,Checkpoint,Other,-,In Review
2017062941094,16-May-17,3/25/2017 0:00,MCO,Orlando International Airport,Aer Lingus,Property Damage,Checked Baggage,Other,"$1,554.20",Settle
2017111445119,16-Oct-17,10/7/2017 13:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
2017111445171,16-Oct-17,10/9/2017 11:40,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,-,*Insufficient
2017061340546,17-Apr-17,3/8/2017 0:00,MCO,Orlando International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017092743639,17-Aug-17,8/2/2017 0:00,MCO,Orlando International Airport,American Airlines,Property Damage,Checkpoint,-,-,In Review
2017092943766,17-Aug-17,7/27/2017 0:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checkpoint,Personal Navigation,-,In Review
2017092743584,17-Aug-17,8/3/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,-,*Insufficient
2017092743634,17-Aug-17,8/3/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,-,-,*Insufficient
2017041438604,17-Feb-17,1/31/2017 0:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
2017041438606,17-Feb-17,1/13/2017 0:00,MCO,Orlando International Airport,American Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017042338820,17-Feb-17,2/5/2017 0:00,MCO,Orlando International Airport,Frontier Airlines,Property Damage,Checkpoint,Computer & Accessories,-,In Review
2017022737725,17-Jan-17,1/15/2017 0:00,MCO,Orlando International Airport,Delta Air Lines,Property Damage,Checked Baggage,Travel Accessories,$0.00,Deny
2017030637844,17-Jan-17,1/13/2017 0:00,MCO,Orlando International Airport,Virgin America,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2017083142609,17-Jul-17,6/21/2017 13:20,MCO,Orlando International Airport,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017090142648,17-Jul-17,4/15/2017 19:50,MCO,Orlando International Airport,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Household Items,$0.00,Deny
2017071141361,17-May-17,5/6/2017 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00,Deny
2017120745779,17-Nov-17,11/13/2017 0:00,MCO,Orlando International Airport,Virgin Atlantic,Property Damage,Checked Baggage,-,-,*Insufficient
2017102644761,17-Oct-17,10/3/2017 11:30,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checkpoint,Personal Electronics,-,*Insufficient
2017053140066,18-Apr-17,3/16/2017 14:30,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00,Deny
2017060640233,18-Apr-17,4/8/2017 11:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00,Deny
2017092743614,18-Aug-17,7/17/2017 0:00,MCO,Orlando International Airport,Frontier Airlines,Property Damage,Checked Baggage,Audio/Video,-,In Review
2017081842362,18-Aug-17,6/14/2017 0:00,MCO,Orlando International Airport,Frontier Airlines,Property Damage,Checked Baggage,-,-,*Insufficient
2017121846044,18-Dec-17,11/15/2017 17:30,MCO,Orlando International Airport,Frontier Aviation Inc,Property Damage,Checked Baggage,Cosmetics & Grooming,-,In Review
