Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2017012336776,17-Nov-16,10/27/2016 10:45,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,-,In Review
2017012736983,1-Dec-16,11/8/2016 10:52,ABQ,Albuquerque International Sunport Airport,American Airlines,Property Damage,Checkpoint,Toys & Games,-,In Review
2017011736576,14-Dec-16,11/29/2016 0:00,ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Food & Drink,-,In Review
2017021537530,4-Jan-17,12/5/2016 0:00,ABQ,Albuquerque International Sunport Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Currency,-,In Review
2016012028439,8-Jan-16,1/6/2016 11:10,ABY,"Southwest Georgia Regional Airport ,Albany",Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,*Insufficient
2016092834023,23-Sep-16,9/13/2016 0:00,ABY,"Southwest Georgia Regional Airport ,Albany",Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$52.47,Settle
2016080832975,1-Jul-16,6/25/2016 0:00,ACK,Nantucket Memorial Airport,American Airlines,Property Damage,Checked Baggage,Jewelry & Watches,-,In Review
2016102435052,26-Sep-16,9/22/2016 11:00,ACK,Nantucket Memorial Airport,Jet Blue,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,In Review
2016031529761,26-Feb-16,2/10/2016 14:30,ACT,Waco Regional Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,$8.51,Approve in Full
2016072132826,15-Jun-16,6/1/2016 0:00,ACT,Waco Regional Airport,American Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2016082933379,20-Jul-16,6/30/2016 0:00,ACV,Arcata-Eureka,UAL,Passenger Property Loss,Checkpoint,Other,$0.00,Deny
2016092233765,25-Jul-16,7/9/2016 9:30,ACV,Arcata-Eureka,UAL,Property Damage,Checked Baggage,Home Decor,-,In Review
2016061432215,14-Jun-16,3/17/2016 19:30,ACY,Atlantic City International,Spirit Airlines,Missed Flight,Checkpoint,Other; Other; Other; Other; Other; Other,-,In Review
2017011136455,10-Nov-16,8/9/2016 0:00,ACY,Atlantic City International,UAL,Property Damage,Checkpoint,Clothing; Toys & Games,-,In Review
2016032330005,9-Mar-16,1/28/2016 12:25,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,$256.68,Settle
2016081833133,11-Jul-16,3/3/2016 0:00,ACY,Atlantic City International,-,Property Damage,Checkpoint,Personal Electronics,$129.00,Settle
2016071832768,22-Jun-16,6/4/2016 6:00,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,$275.15,Settle
2016100534410,20-Sep-16,9/16/2016 0:00,ACY,Atlantic City International,-,Passenger Property Loss,Checkpoint,Medical/Science,$42.92,Settle
2016022529125,3-Feb-16,2/2/2016 10:30,AEX,Alexandria International Airport,Delta Air Lines,Property Damage,Checkpoint,Personal Accessories,$0.00,Deny
2016041530572,23-Mar-16,3/3/2016 0:00,AGS,Bush Field,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,$0.00,Deny
2016091433541,21-Jul-16,6/3/2016 0:00,AGS,Bush Field,Delta Air Lines,Passenger Property Loss,Checkpoint,Personal Accessories,$0.00,Deny
2016101934909,12-Sep-16,8/20/2016 0:00,ALB,Albany International,Jet Blue,Passenger Property Loss,Checked Baggage,Personal Documents,-,*Insufficient
2016083133408,14-Jul-16,6/27/2016 13:00,ALB,Albany International,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other; Travel Accessories,$81.09,Approve in Full
2016051231273,25-Apr-16,4/3/2016 0:00,ALB,Albany International,-,Passenger Property Loss,Checked Baggage,Other,-,Closed:Canceled
2016031629813,2-Mar-16,2/12/2016 0:00,ALB,Albany International,UAL,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00,Deny
2016033130232,16-Mar-16,2/15/2016 0:00,ALB,Albany International,UAL,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00,Deny
2016041130477,22-Mar-16,3/15/2016 0:00,ALB,Albany International,American Airlines,Passenger Property Loss,Checked Baggage,-,$0.00,Deny
Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2016050931176,19-Apr-16,4/8/2016 0:00,ALB,Albany International,-,Passenger Property Loss,Checked Baggage,Other,$0.00,Deny
2016071532730,15-Jun-16,5/23/2016 17:30,ALB,Albany International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00,Deny
2016072532854,27-Jun-16,6/9/2016 0:00,ALB,Albany International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing,$0.00,Deny
2016082633344,15-Jul-16,6/25/2016 17:30,ALB,Albany International,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2016100434343,11-Aug-16,6/29/2016 15:19,ALB,Albany International,UAL,Passenger Property Loss,Checked Baggage,Currency,$0.00,Deny
2016092333792,21-Sep-16,9/7/2016 0:00,ALB,Albany International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00,Deny
2016101934903,19-Aug-16,7/10/2016 0:00,ALB,Albany International,-,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,In Review
2016112335857,25-Oct-16,8/15/2016 0:00,ALB,Albany International,Southwest Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,-,In Review
2016100634454,2-Sep-16,8/21/2016 17:15,ALB,Albany International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Medical/Science,-,In Review
2017012636877,23-Nov-16,10/11/2016 0:00,ALB,Albany International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,In Review
2017011736608,18-Nov-16,11/17/2016 0:00,ALB,Albany International,UAL,Property Damage,Checkpoint,Personal Accessories,-,In Review
2016030829436,17-Feb-16,2/8/2016 8:00,ALB,Albany International,USAir,Property Damage,Checkpoint,Office Equipment & Supplies,$210.00,Settle
2016071932778,22-Jun-16,4/13/2016 0:00,ALW,Walla Walla Regional Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Electronics,$0.00,Deny
2016062832448,10-Jun-16,6/6/2016 18:00,ALW,Walla Walla Regional Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,$0.00,Deny
2016100734564,6-Sep-16,9/1/2016 10:47,ALW,Walla Walla Regional Airport,Alaska Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2016071532745,15-Jul-16,7/2/2016 10:00,AMA,Rick Husband Amarillo International Airport,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,$300.00,Approve in Full
2016102835365,3-Oct-16,10/2/2016 10:30,AMA,Rick Husband Amarillo International Airport,American Airlines,Property Damage,Checked Baggage,Other,-,In Review
2016102034938,8-Sep-16,7/15/2016 0:00,ANC,Ted Stevens Anchorage International Airport,American Airlines,Property Damage,Checkpoint,Jewelry & Watches,$20.00,Approve in Full
2016090133413,19-Jul-16,7/12/2016 9:30,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checkpoint,Other,-,Closed:Canceled
2016100834569,11-Oct-16,8/1/2016 0:00,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,Closed:Canceled
2016040430287,14-Mar-16,2/10/2016 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,$0.00,Deny
2016032930174,14-Mar-16,3/1/2016 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00,Deny
2016042630842,8-Apr-16,3/17/2016 16:25,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00,Deny
2016092133717,28-Jul-16,7/23/2016 15:55,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Toys & Games,$0.00,Deny
2016042830916,12-Apr-16,3/19/2016 0:30,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,In Review
2016052731820,16-May-16,4/30/2016 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,-,In Review
2016093034194,18-Aug-16,5/13/2016 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,-,In Review
2016080932993,30-Jun-16,6/8/2016 22:30,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,In Review
2017020137168,1-Feb-17,6/20/2016 0:00,ANC,Ted Stevens Anchorage International Airport,American Airlines,Passenger Property Loss,Checkpoint,Personal Electronics,-,In Review
2016082333212,8-Jul-16,6/27/2016 22:30,ANC,Ted Stevens Anchorage International Airport,American Airlines,Passenger Property Loss,Checkpoint,Cameras; Clothing,-,In Review
Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2016092033628,25-Jul-16,7/15/2016 19:00,ANC,Ted Stevens Anchorage International Airport,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,In Review
2016092934103,11-Aug-16,7/25/2016 23:28,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Property Damage,Checked Baggage,Audio/Video,-,In Review
2016092834014,15-Aug-16,8/3/2016 12:30,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras,-,In Review
2016102034954,25-Sep-16,8/6/2016 22:30,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Toys & Games,-,In Review
2016101134596,31-Aug-16,8/12/2016 12:45,ANC,Ted Stevens Anchorage International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing,-,In Review
2016101834818,18-Oct-16,8/19/2016 17:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Home Decor,-,In Review
2016101834805,6-Sep-16,8/28/2016 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,-,In Review
2016110335481,7-Oct-16,8/30/2016 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,In Review
2016102134996,26-Sep-16,9/25/2016 23:45,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
2016101834817,13-Oct-16,9/26/2016 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras; Cameras,-,In Review
2017011736612,25-Nov-16,11/1/2016 0:00,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,-,In Review
2016032129926,7-Mar-16,2/25/2016 13:00,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,$102.71,Settle
2017010436286,31-Oct-16,10/23/2016 7:00,ART,Watertown International,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,In Review
2016101334629,13-Oct-16,2/15/2016 9:40,ASE,Aspen Pitkin County Sardy Field,American Airlines,Property Damage,Checkpoint,Computer & Accessories,$430.00,Approve in Full
2016032229980,7-Mar-16,2/21/2016 0:00,ASE,Aspen Pitkin County Sardy Field,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",$67.12,Approve in Full
2016101234617,13-Oct-16,8/24/2016 15:55,ASE,Aspen Pitkin County Sardy Field,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,$40.05,Approve in Full
2016022529128,3-Feb-16,1/31/2016 0:00,ASE,Aspen Pitkin County Sardy Field,UAL,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00,Deny
2016071332655,22-Jun-16,5/16/2016 7:00,ASE,Aspen Pitkin County Sardy Field,UAL,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00,Deny
2016030229279,8-Feb-16,1/14/2016 16:30,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,"Books, Magazines & Other",-,*Insufficient
2016021728920,26-Jan-16,1/22/2016 15:00,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories,-,*Insufficient
2016030329319,9-Feb-16,1/24/2016 12:30,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Food & Drink; Sporting Equipment & Supplies,-,*Insufficient
2016030329322,9-Feb-16,1/24/2016 12:30,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Food & Drink; Home Decor; Home Decor,-,*Insufficient
2016031829877,5-Mar-16,2/22/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Food & Drink,-,*Insufficient
2016041830596,30-Mar-16,3/18/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Household Items,-,*Insufficient
2016040730438,23-Mar-16,3/20/2016 13:30,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,*Insufficient
Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2016041430534,28-Mar-16,3/23/2016 17:30,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Currency,-,*Insufficient
2016050431068,13-Apr-16,3/25/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing,-,*Insufficient
2016050531085,5-May-16,4/1/2016 14:30,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,-,*Insufficient
2016050231009,15-Apr-16,4/13/2016 8:00,ATL,Hartsfield-Jackson Atlanta International Airport,UAL,Passenger Property Loss,Checked Baggage,Other; Other; Other,-,*Insufficient
2016051631363,25-Apr-16,4/16/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,*Insufficient
2016061432203,31-May-16,5/14/2016 9:05,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Travel Accessories,-,*Insufficient
2016060131920,18-May-16,5/14/2016 15:30,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checked Baggage,-,-,*Insufficient
2016052431697,24-May-16,5/24/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer & Accessories,-,*Insufficient
2016072832874,28-Jun-16,5/27/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,*Insufficient
2016071232576,17-Jun-16,6/1/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggag e,metics & Grooming; Cosmetics & Grooming; Cosmeti,-,*Insufficient
2016092133680,21-Sep-16,6/3/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,-,*Insufficient
2016090933505,18-Jul-16,6/3/2016 21:00,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,*Insufficient
2016062132329,8-Jun-16,6/7/2016 7:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,-,*Insufficient
2016080932982,27-Jun-16,6/11/2016 5:30,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines,Property Damage,Checked Baggage,Computer & Accessories,-,*Insufficient
2016092033653,12-Aug-16,6/12/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,UAL,Property Damage,Checkpoint,Computer & Accessories,-,*Insufficient
2016080432940,27-Jun-16,6/21/2016 16:15,ATL,Hartsfield-Jackson Atlanta International Airport,ATA Aerocondor,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,*Insufficient
2016080132905,28-Jun-16,6/23/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checkpoint,Personal Electronics,-,*Insufficient
2016072032806,29-Jun-16,6/25/2016 8:26,ATL,Hartsfield-Jackson Atlanta International Airport,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,-,*Insufficient
2016091933626,25-Jul-16,7/11/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",-,*Insufficient
2016092133681,28-Jul-16,7/26/2016 14:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Computer & Accessories,-,*Insufficient
2016092834038,9-Aug-16,8/4/2016 11:00,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Passenger Property Loss,Checkpoint,Computer & Accessories; Personal Electronics,-,*Insufficient
2016092834005,15-Aug-16,8/14/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Proper ty  Loss,Check ed  Baggage,welry & Watches; Jewelry & Watches; Jewelry & Wa,-,*Insufficie nt
2016101834806,30-Aug-16,8/16/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,-,Travel Accessories,-,*Insufficient
2016100634447,26-Aug-16,8/23/2016 16:55,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,-,Jewelry & Watches,-,*Insufficient
2016101134578,6-Sep-16,8/27/2016 15:00,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines,Property Damage,Checked Baggage,Clothing,-,*Insufficient
2016102535147,17-Sep-16,9/3/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,-,-,*Insufficient
Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2016101834819,8-Sep-16,9/3/2016 9:20,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines,Passenger Property Loss,Checked Bagga ge,tches; Jewelry & Watches; Jewelry & Watches; Jewe,-,*Insufficient
2017013037050,19-Dec-16,9/6/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Cameras,-,*Insufficient
2016110735572,11-Oct-16,9/30/2016 7:45,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Computer & Accessories,-,*Insufficient
2016110935693,17-Oct-16,10/7/2016 18:30,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,*Insufficient
2017012736955,27-Jan-17,11/7/2016 5:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing,-,*Insufficient
2017010336196,14-Nov-16,11/10/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,-,-,Checkpoint,Baggage/Cases/Purses,-,*Insufficient
2017021437512,2-Jan-17,11/26/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Household Items,-,*Insufficient
2017020937403,3-Jan-17,12/18/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,*Insufficient
2017020837363,3-Jan-17,12/27/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,-,Checkpoint,Clothing,-,*Insufficient
2017020637326,29-Dec-16,12/28/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer & Accessories,-,*Insufficient
2016011428337,4-Jan-16,1/2/2016 18:45,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Property Damage,Checkpoint,Computer & Accessories,"$1,088.91",Approve in Full
2016031129629,24-Feb-16,1/4/2016 13:00,ATL,Hartsfield-Jackson Atlanta International Airport,UAL,Property Damage,Checkpoint,Clothing,$100.00,Approve in Full
2016041430532,28-Mar-16,1/7/2016 18:23,ATL,Hartsfield-Jackson Atlanta International Airport,British Airways,Passenger Property Loss,Checkpoint,Computer & Accessories,$769.10,Approve in Full
2016030829442,17-Feb-16,1/24/2016 7:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Baggage/Cases/Purses,$51.57,Approve in Full
2016022929188,3-Feb-16,1/30/2016 11:30,ATL,Hartsfield-Jackson Atlanta International Airport,Air Canada,Property Damage,Checked Baggage,Clothing,$356.00,Approve in Full
2016031129628,23-Feb-16,2/12/2016 10:30,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checkpoint,Jewelry & Watches,$100.00,Approve in Full
2016031429696,25-Feb-16,2/19/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$150.00,Approve in Full
2016041330529,13-Apr-16,2/19/2016 15:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Loss,Checked Baggage,Travel Accessories,$5.54,Approve in Full
2016033130236,16-Mar-16,2/19/2016 16:44,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines,Property Damage,Checkpoint,Computer & Accessories,$807.85,Approve in Full
2016042130722,29-Mar-16,2/29/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$238.99,Approve in Full
